text,libertad_economica_score,libertad_personal_score
"Creo en la estructura familiar tradicional como columna vertebral de la sociedad, que ha sido probada a lo largo del tiempo para proporcionar estabilidad y bienestar a los niños. Además, creo que el concepto de género debe estar biológicamente determinado, valorando los roles y contribuciones únicos que tanto hombres como mujeres han hecho en nuestra sociedad. Es importante abordar estas cuestiones con respeto a la libertad individual, pero también con un reconocimiento de los valores compartidos que han anclado durante mucho tiempo nuestras comunidades.",0,-1
"La situación actual con China y el desequilibrio comercial es motivo de profunda preocupación.Es importante establecer políticas que den prioridad a nuestras industrias nacionales y protejan los derechos de propiedad intelectual.Nuestros compromisos internacionales deben reflejar nuestros intereses nacionales, manteniendo una fuerte defensa y una economía floreciente.",-1,0
"Si bien creo que la conservación del medio ambiente es innegablemente importante, sostengo firmemente que es la innovación del sector privado, no una mayor regulación gubernamental, lo que resolverá en última instancia nuestros desafíos ambientales. Debemos fomentar un entorno en el que nuestras empresas puedan innovar libremente y adaptarse a tecnologías más limpias y eficientes. Además, es esencial que utilicemos nuestros recursos naturales de una manera responsable y sostenible, en lugar de restringir el acceso por completo.",0,0
"Creo firmemente en el principio de responsabilidad personal cuando se trata de asuntos de salud. Por ejemplo, si bien veo el mérito de las iniciativas de salud pública, creo que es fundamental que las personas tomen medidas proactivas para mantener su propia salud, lo que incluye tomar decisiones informadas sobre vacunas y opciones de estilo de vida. Nuestra nación podría beneficiarse mucho de un sistema educativo que alienta el pensamiento crítico y la responsabilidad personal, en lugar de un enfoque único para todos.",0,-1
"Si bien aprecio y entiendo la necesidad de soluciones sostenibles para proteger nuestro medio ambiente, creo que es esencial enfocar la política ambiental de una manera que no ahogue el crecimiento económico ni ponga en peligro el empleo estadounidense. Además, soy un firme defensor de fomentar la innovación y soluciones basadas en el mercado para abordar los desafíos ambientales, en lugar de regulaciones gubernamentales pesadas. Es esencial que alcancemos un equilibrio entre la administración ambiental y la prosperidad económica.",0,0
"Si bien es innegable que la administración consciente de nuestros recursos naturales es crucial para las generaciones futuras, es igualmente importante lograr un equilibrio con los intereses económicos. La sobreregulación puede impedir el crecimiento y la innovación, que son clave para la prosperidad de nuestra nación. Debemos buscar soluciones eficientes y basadas en el mercado a los desafíos ambientales que fomentan la sostenibilidad ambiental y el desarrollo económico.",0,0
"Si bien creo firmemente en la protección de nuestro medio ambiente, también sostengo que no debe perseguirse a expensas de nuestra economía. Apoyo iniciativas respetuosas con el medio ambiente, pero subrayo la importancia de un enfoque equilibrado que no obstaculice la creación de empleo ni el progreso económico. Es absolutamente crucial que encontremos formas de armonizar el crecimiento económico con la protección del medio ambiente, garantizando el desarrollo sostenible.",0,0
"Creo firmemente en la santidad de la vida, considerando que es el derecho más fundamental. Esta perspectiva se extiende a los no nacidos, que creo que requieren protección. Además, soy un defensor de la intervención gubernamental limitada, valorando los derechos y libertades de los individuos para tomar decisiones que mejor se adapten a sus circunstancias y creencias.",-1,0
"Nuestro país se fundó en el principio de la libertad religiosa, un principio que faculta a los individuos con la libertad de expresar su fe sin temor a represalias. Por lo tanto, es integral que este derecho sea defendido y respetado, independientemente de las creencias o prácticas individuales.Toda persona debe ser capaz de vivir su fe en la plaza pública, siempre y cuando no infrinja los derechos y libertades de los demás.",0,-1
"Invertir en servicios públicos, como educación, salud e infraestructura, es una piedra angular para una sociedad floreciente. Creo que un sistema tributario progresivo, donde los ricos paguen su parte justa, puede financiar estas inversiones necesarias y garantizar una distribución más equitativa de la riqueza. Las políticas económicas también deben promover la sostenibilidad para fomentar el crecimiento económico a largo plazo, protegiendo al mismo tiempo nuestro planeta para las generaciones futuras.",1,0
"En el tapiz bellamente diverso que es los Estados Unidos, debemos fomentar un ambiente de aceptación y respeto por todas las creencias religiosas. La cuestión divisiva de la religión en las escuelas, específicamente la enseñanza del creacionismo, enfatiza la necesidad de una educación integral e inclusiva, asegurando que las teorías científicas y las creencias religiosas coexisten, enriqueciendo nuestra comprensión del mundo. Debemos esforzarnos por promover una cultura de respeto y reconocimiento, en lugar de discriminación, haciendo un fuerte argumento para la separación de la iglesia y el estado.",0,1
"Si bien es crucial garantizar la seguridad nacional, es igualmente importante mantener nuestra responsabilidad humanitaria con aquellos que huyen de la guerra, la persecución y los desastres. Un enfoque integral y orientado a soluciones, que incluya el reasentamiento de refugiados, la ayuda y el apoyo a los países de acogida, y que aborde las causas profundas del desplazamiento, puede fomentar un mundo más seguro e inclusivo.",1,0
"Si bien es innegable que necesitamos abordar nuestros desafíos ambientales, es crucial equilibrar esos esfuerzos con las realidades económicas que enfrentan muchos estadounidenses. En lugar de aceptar propuestas climáticas radicales que podrían paralizar nuestras industrias y costar puestos de trabajo, debemos invertir en innovación tecnológica que promueva métodos de producción más limpios y eficientes. Es importante asegurar que las políticas ambientales no solo sean beneficiosas para el planeta, sino también para la estabilidad económica y el crecimiento del empleo de la nación.",0,0
"Creo firmemente en la necesidad de una reforma integral de la salud, que incluya garantizar que todos los ciudadanos reciban una cobertura médica de calidad independientemente de su condición socioeconómica. La actual disparidad en materia de salud es una grave injusticia que debe abordarse de inmediato. Además, el medio ambiente es una parte integral de nuestras vidas y del futuro, y debemos priorizar las fuentes de energía sostenibles y las acciones políticas que puedan mitigar eficazmente los efectos catastróficos del cambio climático.",1,0
"Creo firmemente en el principio de separación de la iglesia y el estado, y que es esencial mantener este equilibrio para una sociedad inclusiva y diversa. Todos, independientemente de su fe o falta de ella, deben tener iguales derechos, protecciones y oportunidades. Además, creo que las doctrinas religiosas no deben dictar decisiones de política pública que afectan a todos los ciudadanos, muchos de los cuales tienen creencias diferentes o ninguna creencia religiosa en absoluto.",0,1
"Creo firmemente en la importancia de proporcionar un sólido sistema de apoyo a las familias, en particular a las de bajos ingresos, para garantizar que tengan una oportunidad justa de lograr la estabilidad y la prosperidad económicas, lo que incluye ofrecer servicios de guardería asequibles y de calidad y aplicar políticas en el lugar de trabajo favorables a la familia. Es igualmente imperativo reconocer y abordar las disparidades sistémicas que enfrentan las mujeres en el entorno laboral, como la desigualdad salarial y la falta de representación en las funciones de liderazgo.",0,1
"Creo en la fuerza de la responsabilidad individual, los valores familiares y la importancia de una economía robusta, y considero que estos son factores críticos para abordar las cuestiones sociales.Es crucial que fomentemos una sociedad en la que todos tengan la oportunidad de tener éxito a través del trabajo duro y la determinación.La intervención gubernamental debe ser limitada, permitiendo un sistema de libre mercado donde el crecimiento económico pueda prosperar y crear oportunidades para todos.",0,-1
"Si bien creo firmemente en el principio de igualdad de oportunidades para todos, es vital que mantengamos la integridad de nuestras leyes y sistemas. Nuestro proceso de inmigración debe ser justo y legal, asegurando lo mejor tanto para nuestro país como para aquellos que buscan formar parte de él. En cuanto a la justicia racial, apoyo la idea de unidad y respeto mutuo, pero tengo reservas sobre políticas que pueden inadvertidamente fomentar la división en lugar de remediarla.",0,-1
"Si bien respeto la importancia de la separación de la iglesia y el estado, creo firmemente que la libertad religiosa no debe ser comprometida. Los valores y creencias religiosas forman parte fundamental de nuestra identidad individual y nacional, y deben ser reconocidos debidamente en nuestra sociedad. Por lo tanto, cualquier política que infrinja la libertad de practicar la propia fe o expresar creencias religiosas debe ser abordada con cautela y deliberación profunda.",0,-1
"Creo firmemente en la importancia de la igualdad de derechos para todos, independientemente de su género, raza u orientación sexual. Nuestra sociedad debe trabajar activamente para eliminar las disparidades en el acceso a la salud, la educación y las oportunidades económicas. Es crucial que abracemos la diversidad y la inclusión en todas sus formas para fomentar una sociedad más equitativa y compasiva.",0,1
"En mi opinión, es crucial defender los principios de libertad e igualdad, incluyendo la libertad religiosa. Se debe permitir a cada individuo practicar su fe sin temor a persecución o discriminación. Al mismo tiempo, es fundamental que la religión no viole los derechos de los demás o sea usada como una herramienta para la opresión.",0,1
"Creo firmemente en el concepto de gobierno limitado y libertad individual, especialmente cuando se trata de políticas económicas. En el contexto de la reforma sanitaria, por ejemplo, soy un defensor de soluciones basadas en el mercado y la competencia, en lugar de sistemas controlados por el gobierno. También valoro fuertemente los principios de responsabilidad personal y autosuficiencia, que creo que se están erosionando progresivamente en el discurso actual.",-1,0
"Creo firmemente que las estructuras familiares deben ser celebradas en sus diversas formas, reconociendo que el amor, el respeto y la responsabilidad deben ser los valores centrales que los guíen, independientemente de los géneros u orientaciones sexuales involucrados. Es imperativo que extiendamos los mismos beneficios y protecciones a todas las familias, al tiempo que reconocemos y alentamos el papel positivo que desempeñan en nuestra sociedad. En la cuestión del género, estoy convencido de que todos deben tener la libertad de identificar y expresar su género sin temor a la discriminación o los prejuicios, ya que es un derecho fundamental que subraya la importancia de la autonomía y la dignidad individuales.",0,1
"Abordar el cambio climático debe ser una de nuestras prioridades mundiales más importantes y es fundamental que Estados Unidos reclame su papel de liderazgo en esta lucha. Nuestro futuro colectivo exige esfuerzos internacionales de colaboración para reducir las emisiones de carbono e invertir en tecnologías sostenibles. Además, apoyar a los países en desarrollo en su transición a fuentes de energía más limpias debe ser un elemento clave de nuestra política exterior.",1,0
"Creo que centrarse en estimular el crecimiento económico y la creación de empleo debe ser de importancia central. La reducción de los impuestos y la reducción de las barreras reguladoras pueden alentar a las empresas a prosperar, fomentando la innovación y la competencia. Además, las personas deben tener la libertad y la oportunidad de llevar a cabo sus propios esfuerzos económicos.",-1,0
"Si bien creo firmemente que tenemos la responsabilidad de ser buenos administradores de nuestro planeta, es crucial lograr un equilibrio entre la protección del medio ambiente y el crecimiento económico. La regulación excesiva puede sofocar la industria y la innovación, lo que puede perjudicar los medios de vida. Un mercado libre, guiado por consumidores responsables, a menudo puede proporcionar la protección ambiental más eficaz.",0,0
"Cuando se trata del tema de los programas de bienestar, creo que deberían existir para proporcionar apoyo temporal a los que realmente lo necesitan, pero no para fomentar la dependencia.Es fundamental promover la autosuficiencia, el trabajo duro y la responsabilidad personal como valores fundamentales, que en última instancia pueden conducir a una sociedad más estable y próspera.Además, la economía prospera mejor cuando el sector privado es robusto y la interferencia del gobierno es mínima.",0,-1
"El acuerdo nuclear de Irán, conocido oficialmente como el Plan de Acción Integral Conjunto, es un acuerdo defectuoso que no garantiza adecuadamente la prevención de la obtención de armas nucleares por parte de Irán. Proporcionar un alivio de las sanciones sin asegurar garantías estancadas de desarme nuclear pone en peligro los intereses de seguridad de los Estados Unidos y nuestros aliados. Necesitamos una estrategia más sólida que haga que Irán rinda cuentas, no una que ofrezca recompensas económicas a cambio de promesas vagas.",-1,0
"En mi opinión, es esencial respetar y defender los derechos de los individuos a practicar libremente su religión, siempre y cuando no infrinja los derechos de los demás. Vivimos en diversas sociedades, y es nuestra responsabilidad fomentar un ambiente de aceptación para todos, independientemente de su fe. La libertad de creencias es un sello significativo de cualquier sociedad democrática.",0,1
"Creo en el valor inherente y el valor único de cada individuo, independientemente de su raza o etnia. Es importante reconocer que todos deben tener igualdad de oportunidades para tener éxito y prosperar en la sociedad. Sin embargo, soy escéptico de los programas ordenados por el gobierno que intentan diseñar resultados basados en la raza, ya que inadvertidamente podrían conducir a una mayor división y resentimiento.",0,-1
"El acceso a una atención médica asequible y de calidad debe ser un derecho universal, no un privilegio.En una sociedad marcada por los avances en tecnología médica, es desalentador ver a personas incapaces de buscar ayuda médica debido a los altos costos.También necesitamos priorizar el apoyo a la salud mental, reconociéndola como parte integral de la salud y el bienestar en general.",0,1
"Las libertades religiosas son fundamentales para nuestra sociedad democrática, pero nunca deben utilizarse como pretexto para la discriminación o el daño. Es crucial mantener un enfoque equilibrado que respete el derecho de todos a practicar su fe, pero no a expensas de los derechos civiles y las libertades personales de los demás. La legislación debe fomentar un entorno de respeto mutuo, inclusión y aceptación, donde la diversidad no sólo se tolera sino que se celebra.",0,1
"Si bien entiendo la necesidad de responsabilidad fiscal, creo firmemente que asegurar la atención sanitaria universal es una inversión, no un gasto. No sólo es una obligación moral de prevenir sufrimientos innecesarios, sino también un movimiento práctico hacia una sociedad más saludable y productiva. Además, las empresas y los individuos más ricos deben contribuir con su parte justa de los impuestos, una medida que podría ayudar a reducir la desigualdad de la riqueza y apoyar los servicios públicos.",1,0
"Desde mi punto de vista, es crucial que equilibremos la administración ambiental con el crecimiento económico. Creo en el potencial de ingenio e innovación para abordar las preocupaciones ambientales, en lugar de enfoques regulatorios empedernidos. Debemos alentar a las empresas a adoptar prácticas sostenibles sin obstaculizar su competitividad y crecimiento.",0,0
"A pesar de las complejidades que rodean el tema de la salud, es crucial que todos los individuos tengan acceso asequible y equitativo a servicios de salud de calidad. No se trata sólo de compasión, sino también de crear una sociedad más saludable y productiva. Las barreras sistemáticas que existen actualmente necesitan ser desmanteladas para asegurar que todos, independientemente de su estatus socioeconómico, puedan recibir la atención que necesitan.",1,0
"Si bien creo que cada individuo debe tener la libertad de tomar sus propias decisiones, también defiendo firmemente la importancia de los valores familiares tradicionales como fundamento de nuestra sociedad. Es crucial inculcar estos principios en las generaciones futuras para un desarrollo integral. Además, es esencial mantener la responsabilidad fiscal y promover la autosuficiencia en lugar de la dependencia excesiva de la asistencia gubernamental.",0,-1
"Al abordar las disparidades raciales, es imperativo entender que la causa fundamental es sistémica y está profundamente arraigada en nuestra sociedad. Debemos esforzarnos por crear una sociedad equitativa donde todos, independientemente de su raza, tengan igual acceso a oportunidades y recursos. La educación, la salud y las reformas de la justicia penal son áreas clave que requieren atención inmediata, para asegurar una sociedad justa y justa.",0,1
"Creo que la estructura familiar tradicional, con un padre y una madre, desempeña un papel fundamental en la crianza y el desarrollo de los hijos. El respeto de los distintos papeles de cada género dentro de una unidad familiar contribuye a una sociedad equilibrada. El mantenimiento de estos valores no significa que ignoremos la diversidad de las estructuras familiares, sino que reconocemos sus contribuciones únicas.",0,-1
"En cuanto a la libertad religiosa, es fundamental defender los principios establecidos por nuestros padres fundadores. Toda persona debe tener la libertad de practicar su fe sin interferencias indebidas ni prejuicios, como se consagra en nuestra constitución, lo que incluye la protección de los grupos basados en la fe para que funcionen de acuerdo con sus creencias religiosas, incluso cuando estas creencias no se ajusten a las tendencias sociales más amplias.",0,-1
"Creo firmemente que la asistencia sanitaria debe reconocerse como un derecho humano básico, y no como un privilegio sólo para quienes pueden permitírselo. La asistencia sanitaria universal, como se aplica en muchos países avanzados, garantiza que todos los ciudadanos, independientemente de su condición social o económica, reciban la atención médica necesaria. Es esencial para reducir las disparidades socioeconómicas y fomentar una sociedad más equitativa.",1,0
Creo firmemente en la importancia de la libertad religiosa y la diversidad como derechos fundamentales en nuestra sociedad. Cada individuo debe tener la autonomía de practicar o no practicar una religión de su elección sin juicio o interferencia. Es crucial fomentar un clima de aceptación y respeto mutuo entre todas las comunidades religiosas y no religiosas.,0,1
"Creo firmemente en el principio de la libertad religiosa, ya que es uno de los pilares fundamentales sobre los que se construyó nuestra nación. Creo que es crucial proteger los derechos de los individuos a practicar su religión sin interferencia gubernamental, siempre y cuando no infrinja los derechos de los demás. Cualquier ley o política debe respetar y defender este valor estadounidense fundamental.",0,-1
"Creo que la base de una sociedad fuerte reside en la institución de la familia tradicional, con el modelo de dos padres ofreciendo el mejor sistema de apoyo para el crecimiento y desarrollo de los niños. También valoro los atributos y roles distintos que cada uno de los hombres y mujeres aporta a la vida familiar y a la sociedad en general, sugiriendo que estas diferencias no son sólo biológicas, sino que también contribuyen al tejido social diverso que habitamos. Es importante fomentar y apreciar estas diferencias, en lugar de tratar de borrarlas o homogeneizarlas.",0,-1
"La reciente escalada de tensiones en el Oriente Medio requiere un enfoque global y diplomático en lugar de un enfoque agresivo y militarista.En lugar de alienar a los actores regionales, necesitamos priorizar el diálogo diplomático, la cooperación internacional y los esfuerzos humanitarios para garantizar la estabilidad.También es vital reconocer la importancia de la mitigación del cambio climático en estas regiones, ya que los factores ambientales a menudo contribuyen a la inestabilidad sociopolítica.",1,0
"Creo que los padres, independientemente de su género, deben tener igual acceso a la licencia parental después del nacimiento o la adopción de un hijo. Esta política no sólo apoya una división más igualitaria del trabajo doméstico, sino que también fortalece el vínculo entre ambos padres y sus hijos.",0,1
"Creo firmemente en la necesidad de un sistema de salud sólido e integral accesible a todos, independientemente de sus ingresos o su estatus socioeconómico. La salud no es un privilegio, sino un derecho humano fundamental que debe estar disponible para todos. Además, defiendo políticas ambientales progresistas ya que la salud de nuestro planeta es crucial para la supervivencia y el bienestar de las generaciones futuras.",0,1
"Creo firmemente en la necesidad de la atención sanitaria universal. Es un derecho humano fundamental que a nadie se le deniegue el acceso a atención médica vital debido a su situación financiera. Además, creo que es fundamental invertir en fuentes de energía renovables para mitigar los impactos del cambio climático y salvaguardar nuestro planeta para las generaciones futuras.",1,0
"El acceso a una atención sanitaria de calidad debe considerarse un derecho fundamental para todos los ciudadanos, independientemente de su situación económica. Creo que un sistema de atención sanitaria de un solo pagador puede ayudar a eliminar las desigualdades en nuestro sistema actual. Además, nuestro gobierno debe priorizar la reducción de nuestra huella de carbono e invertir en soluciones de energía renovable para proteger nuestro planeta para las generaciones futuras.",1,0
"Creo firmemente en la separación de la iglesia y el estado, afirmando que las doctrinas religiosas no deben influir en la política pública o la legislación. Es esencial honrar la diversidad de nuestra sociedad asegurando que las creencias religiosas individuales no influyan en los derechos y libertades de los demás. Proteger esta separación ayuda a fomentar una sociedad donde todos puedan vivir libremente de acuerdo con sus creencias personales sin infringir los derechos de los demás.",0,1
"El acceso a una atención médica de calidad debe ser considerado un derecho, no un privilegio.El progreso de una sociedad a menudo se puede medir por la forma en que trata a sus miembros más vulnerables.Un sistema de salud reformado que garantice la inclusividad, la asequibilidad y la igualdad de acceso es imperativo para una nación próspera y saludable.",0,1
"Si bien es innegable que es crucial fomentar y proteger nuestro medio ambiente para las generaciones futuras, también debemos tener en cuenta las implicaciones económicas de las políticas ambientales. Las regulaciones excesivamente restrictivas a menudo pueden obstaculizar el crecimiento económico y la creación de empleo. Por lo tanto, es esencial lograr un equilibrio entre preservar nuestros recursos naturales y mantener una economía próspera.",0,0
"Si bien entiendo la necesidad de una economía de libre mercado, creo que es crucial crear una red de seguridad para nuestros ciudadanos más vulnerables. En términos de salario mínimo, creo firmemente que debe elevarse a un nivel habitable, de modo que ningún trabajador a tiempo completo tiene que luchar para llegar a fin de mes. Además, abordar la desigualdad de ingresos es crucial para la estabilidad social de nuestra nación, y las reformas fiscales que favorecen a los ricos exacerban esta brecha en lugar de cerrarla.",1,0
"Creo firmemente que nuestro país debe mantener fronteras seguras para garantizar la seguridad y la prosperidad económica de sus ciudadanos, con un proceso claramente definido y justo para aquellos que desean formar parte del sueño americano. Sin embargo, también veo el valor de revisar y reformar políticas que pueden afectar desproporcionadamente a ciertos grupos raciales o étnicos. Es crucial que alcancemos un equilibrio entre preservar la seguridad nacional y promover la igualdad de oportunidades para todos.",0,-1
"El cambio climático, impulsado inequívocamente por las actividades humanas, es una cuestión urgente que debe abordarse con medidas inmediatas y decisivas. La protección y preservación de nuestro planeta requiere la adopción global de prácticas sostenibles y soluciones de energía limpia. Sin este compromiso, corremos el riesgo de causar daños irreparables a nuestros ecosistemas y, posteriormente, a la salud y el bienestar de las generaciones futuras.",0,0
"Aunque comprendo y aprecio las oportunidades económicas que ofrecen los combustibles fósiles, creo firmemente en la urgencia de la transición a las fuentes de energía renovables. La creciente evidencia del cambio climático, incluyendo el aumento de las temperaturas mundiales y los eventos climáticos cada vez más severos, exige una acción inmediata. No sólo el cambio hacia una energía limpia ayuda a mitigar estas consecuencias, sino que también abre las puertas para nuevos avances y oportunidades de empleo en los sectores de la tecnología y la ingeniería.",0,0
"Si bien creo firmemente en la diversidad cultural que trae la inmigración, también creo que es primordial defender la integridad de las fronteras de nuestra nación. Un proceso de inmigración legal y bien regulado no sólo respeta nuestras leyes, sino que también garantiza la seguridad y la estabilidad económica de nuestro país. En cuanto a la justicia racial, es esencial reconocer el mérito individual y el trabajo duro en lugar de centrarse en la raza o la etnia, al tiempo que se esfuerza por eliminar cualquier sesgo sistémico que pueda existir.",0,-1
"Creo firmemente que la igualdad racial y la justicia deben ser un elemento no negociable de nuestra sociedad. Es fundamental que entendamos y reconozcamos las cuestiones sistémicas que afectan desproporcionadamente a las minorías raciales y étnicas, y trabajemos activamente para desmantelarlas. Debemos promover la diversidad, la inclusión y la igualdad de oportunidades para todos, reconociendo que nuestras diferencias son lo que enriquece nuestra experiencia colectiva.",0,1
"Creo firmemente en la importancia de respetar y aceptar todas las religiones y tradiciones religiosas. Este respeto se extiende al principio de que todos deben tener derecho a practicar su religión libremente, sin sufrir discriminación o persecución. Es crucial que alientemos el diálogo y la comprensión entre las diferentes religiones, ya que esto fomenta una sociedad más tolerante y pacífica.",0,1
"Si bien apoyo firmemente la idea de la preservación del medio ambiente, creo en hacerlo a través de soluciones e innovación basadas en el mercado, no de una regulación de mano dura.El impacto potencial en nuestra economía, empleo y libertades personales nunca debe ser minimizado en la búsqueda de políticas más ecológicas.Por lo tanto, defiendo un crecimiento sostenible que incorpore tanto nuestras responsabilidades ambientales como nuestras necesidades económicas.",0,0
"Creo firmemente en defender los valores familiares tradicionales que han sido la base de nuestra sociedad durante siglos. Además, afirmo que la responsabilidad por el camino educativo de un niño recae principalmente en los padres, no en el estado. Nuestras decisiones médicas, también, deben ser decisiones personales, guiadas por el consejo de médicos de confianza, en lugar de mandatos impuestos por el gobierno.",0,-1
"Creo que la salud debe ser vista como un derecho humano básico, y no como un privilegio. Todos, independientemente de su estatus económico, merecen acceso a servicios médicos de calidad sin temor a la ruina financiera. Debemos esforzarnos por crear un sistema que priorice la salud pública y garantice la cobertura universal.",0,1
"Creo que la libertad de practicar la propia religión es una piedra angular de nuestra democracia, pero no debe usarse como un medio para violar los derechos y libertades de los demás. Además, creo que nuestro gobierno debe mantener una estricta separación de la iglesia y el estado, asegurando que las decisiones se basen en los derechos humanos universales y el estado de derecho, en lugar de en doctrinas religiosas particulares. Es esencial fomentar un ambiente de respeto mutuo y aceptación para todos, independientemente de las creencias religiosas.",0,1
"Es vital entender que el color de la piel es meramente una variación genética y no determina el valor, las aspiraciones o las capacidades de una persona. En una sociedad verdaderamente equitativa, todos deben tener igual acceso a las oportunidades, independientemente de su raza o origen étnico. El racismo sistémico y las disparidades raciales deben ser abordados diligentemente para construir una sociedad justa e inclusiva que celebre la diversidad.",0,1
"Si bien es necesario reconocer el papel de la humanidad en los cambios ambientales, es importante involucrarse en soluciones prácticas que no socaven el crecimiento económico y las libertades individuales.Esto puede incluir invertir en avances tecnológicos que promuevan una energía más limpia y reevaluar las regulaciones para asegurar que no estén sofocando la innovación.Las prácticas sostenibles tienen que ser económicamente viables para asegurar la adopción y el éxito a largo plazo.",0,0
"La actual crisis humanitaria en el Yemen es un claro reflejo de nuestra incapacidad para promover la paz y la estabilidad en la región. Nuestros intereses económicos y nuestras alianzas no deben anular nuestro compromiso con los derechos humanos, y ya es hora de reevaluar nuestras ventas de armas y nuestra asistencia militar a la Arabia Saudita. Las soluciones diplomáticas deben buscarse con carácter prioritario, para poner fin a la violencia y aliviar el sufrimiento de millones de yemenitas.",1,0
"Creo en la importancia de preservar los valores familiares tradicionales, ya que han sido la piedra angular de nuestra sociedad durante siglos.En cuanto al género, creo que es esencial respetar las diferencias biológicas y los papeles inherentes que desempeñan los hombres y las mujeres, garantizando al mismo tiempo que todos sean tratados con dignidad y equidad.",0,-1
"Creo en el principio de la responsabilidad personal y la interferencia limitada del gobierno en nuestras vidas. Creo que es importante mantener los valores familiares tradicionales que han sido la columna vertebral de nuestra sociedad durante generaciones. Sobre el tema de los programas sociales financiados por el gobierno, creo que deben servir como una red de seguridad en lugar de una forma de vida, fomentando la autosuficiencia y la iniciativa individual.",0,-1
"Creo firmemente en el principio de la intervención limitada del gobierno en la economía y en la vida personal de los ciudadanos.En el tema de la atención sanitaria, por ejemplo, estoy convencido de que el mercado libre, en lugar de un sistema administrado por el gobierno, es el proveedor más eficaz y eficiente de una atención sanitaria de alta calidad y asequible.El sector privado, impulsado por la competencia y la elección del consumidor, incentiva la innovación y la reducción de costes, beneficiando en última instancia al consumidor y a la nación en su conjunto.",-1,0
"La prosperidad económica se basa en gran medida en los principios del capitalismo de libre mercado, donde la competencia impulsa la innovación y el crecimiento. La excesiva intervención gubernamental en las industrias a menudo estifera el progreso y crea ineficiencias. Es crucial mantener regulaciones mínimas y bajos impuestos, permitiendo que las empresas prosperen y creen oportunidades de empleo.",-1,0
"Creo firmemente que los valores familiares tradicionales constituyen la base de una sociedad estable. La institución del matrimonio, idealmente entre un hombre y una mujer, debe ser apreciada y protegida como lo ha sido a lo largo de la historia. Además, cada género tiene fortalezas únicas y complementarias que, cuando se combinan, contribuyen a un entorno equilibrado y próspero para la crianza de los hijos.",0,-1
"Creo que la estructura familiar tradicional juega un papel central en la sociedad, proporcionando las bases para una comunidad estable y próspera. Esta institución ha resistido la prueba del tiempo y ha demostrado ser esencial para facilitar el desarrollo moral, fomentar la responsabilidad personal y fomentar individuos sanos y productivos. Por lo tanto, es crucial mantener y proteger estos valores para el mejoramiento de nuestra sociedad.",0,-1
"La belleza inherente de Estados Unidos reside en su rico tapiz de diversidad, provocado por siglos de inmigración. Es crucial, sin embargo, para garantizar la seguridad nacional y la estabilidad económica, que nuestras políticas de inmigración sean robustas, ordenadas y lícitas. Si bien creo de todo corazón en la igualdad de oportunidades para todos, también estoy convencido de que cualquier forma de trato preferencial o selectividad basada en la raza sólo puede servir para socavar el principio estadounidense fundamental de la meritocracia.",0,-1
"Los Estados Unidos deben enfocar las relaciones internacionales con una postura fuerte y asertiva, priorizando los intereses nacionales y la protección de los ciudadanos estadounidenses. Debemos asegurar que nuestros acuerdos comerciales sean justos y no desproporcionadamente beneficiosos para otras naciones a costa nuestra. Además, apoyar a nuestros aliados es crucial, pero no a costa de comprometer la seguridad o la economía de nuestro país.",-1,0
"Creo firmemente que el acceso a una asistencia sanitaria de calidad debe ser un derecho y no un privilegio.Es esencial priorizar la salud pública e implementar políticas que aseguren que todos los ciudadanos, independientemente de su condición socioeconómica, reciban la atención médica necesaria.El fortalecimiento de las redes de seguridad social y la inversión en infraestructuras de salud pública son pasos esenciales para crear una sociedad más equitativa.",1,0
"Creo en la importancia de la diversidad religiosa y en la libertad de practicar la propia fe sin interferencias ni coacciones.Es esencial que respetemos y empatiquemos con las diversas creencias y tradiciones que conforman nuestro mundo, y que aseguremos que nadie sea marginado o discriminado en base a su identidad religiosa.Al mismo tiempo, creo que es crucial que la religión no exceda sus límites e infrinja los derechos personales de una persona, o sea usada para justificar actos de violencia o intolerancia.",0,1
"Hay una necesidad apremiante de reformar nuestro sistema de salud y garantizar el acceso a una atención sanitaria de calidad para todos los ciudadanos, independientemente de su situación financiera. Las disparidades del sistema actual han dejado una parte significativa de nuestra población sin seguro o sin seguro, lo cual es simplemente inaceptable. Debemos esforzarnos por una solución donde la salud sea reconocida como un derecho fundamental, no como un privilegio.",0,1
"Creo firmemente que nuestro sistema de salud, si bien requiere mejoras, no debe cambiar hacia un modelo universal dirigido por el gobierno. Es esencial priorizar la elección individual y la competencia del mercado para impulsar la calidad y la eficiencia, ya que esto puede conducir a avances e innovaciones en la atención al paciente.Poner al gobierno en control de la salud puede limitar estas oportunidades y potencialmente conducir a una disminución de la calidad de la atención.",0,-1
"La eficiencia y prosperidad que trae el capitalismo de libre mercado no debe ser socavada por una regulación gubernamental excesiva. Creo que la reducción de los impuestos y la reducción de la burocracia estimulan el crecimiento económico y, por lo tanto, mejoran la creación de empleo y las oportunidades de riqueza para todos los estadounidenses. Una economía autosostenida, impulsada por la libertad individual y los derechos de propiedad privada, siempre superará a un sistema limitado por la intervención gubernamental.",-1,0
"Creo firmemente en la importancia de la libertad religiosa y en el derecho de toda persona a practicar sus creencias sin interferencias ni prejuicios; al mismo tiempo, es igualmente esencial garantizar que estas creencias no infrinjan los derechos de los demás, ni justifiquen la discriminación o el daño. En una sociedad diversa, el desafío radica en fomentar el respeto y la comprensión mutuos entre las diferentes religiones y sistemas de creencias.",0,1
