Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Estableceremos por ley la garantía de la enseñanza en lengua castellana en toda España y en todas las etapas educativas.,506,0,0,establecerer ley garantir enseñanza lengua castellano todo españa todo etapa educativo
"En aquellas Comunidades Autónomas que tengan, junto con la lengua oficial del Estado, otra lengua cooficial de acuerdo con sus Estatutos, estarán garantizados:",,0,0,aquel comunidad autónomo junto lengua oficial lengua cooficial acuerdo estatuto garantizado
"-Los derechos preferentes de los padres y de los alumnos, de modo que en todas las etapas educativas y en todos los cursos, la lengua castellana sea vehicular en las distintas áreas y materias, junto con la otra lengua cooficial en el marco de un modelo de bilingüismo integrador, teniendo en cuenta la realidad sociolingüística del entorno educativo.",506,0,0,derecho preferente padr alumno modo todo etapa educativo curso lengua castellano vehicular distinto área materia junto lengua cooficial marco modelo bilingüismo integrador contar realidad sociolingüístico entorno educativo
"-El derecho a cursar las enseñanzas en la lengua oficial del Estado, en aquellos casos en que, por circunstancias familiares o laborales, los alumnos residan temporalmente en una Comunidad Autónoma con lengua cooficial.",506,0,0,derecho cursar enseñanza lengua oficial aquel caso circunstancia familiar laboral alumno residir temporalmente comunidad autónomo lengua cooficial
"-La lengua castellana tendrá el tratamiento propio y el horario necesario para garantizar que todos los escolares la comprendan y se expresen en ella con corrección, oralmente y por escrito, al finalizar la enseñanza básica.",506,0,0,lengua castellano tratamiento propio horario necesario garantizar escolar comprender expresen corrección oralmente escrito finalizar enseñanza básico
"-El Estado, a través de la Alta Inspección, velará por el cumplimiento de estos objetivos.",506,0,0,través alto inspección velar cumplimiento objetivo
Preparados para el mundo global: potenciar el aprendizaje del inglés,,0,0,preparado mundo global potenciar aprendizaje inglés
"En el mundo globalizado en el que vivimos, los españoles tendrán una ventaja comparativa si logramos que la próxima generación alcance el dominio de las dos lenguas de comunicación más importantes en la vida internacional: el inglés y el español.",506,0,0,mundo globalizado vivir español ventaja comparativo si lograr próximo generación alcance dominio dos lengua comunicación importante vida internacional inglés español
"Lograr este objetivo supondrá un incremento definitivo de las oportunidades de los jóvenes, y para ello nos comprometemos a impulsar a lo largo de la legislatura las siguientes acciones:",,0,0,lograr objetivo suponer incremento definitivo oportunidad joven él comprometer impulsar largo legislatura siguiente acción
Implantar con carácter general y en todos los cursos la enseñanza del inglés en la segunda etapa de educación infantil (3 a 6 años).,506,0,0,implantar carácter general curso enseñanza inglés segundo etapa educación infantil año
Los centros dispondrán de un colaborador de apoyo para el aprendizaje de esta lengua.,506,0,0,centro disponer colaborador apoyo aprendizaje lenguo
Se incorporarán 6.000 colaboradores para la práctica de la lengua inglesa.,506,0,0,incorporar colaborador práctico lengua inglés
"Ofrecer, en la educación infantil, cursos de inmersión de 4 semanas de actividades en inglés, en los meses de vacaciones escolares de verano.",506,0,0,ofrecer educación infantil curso inmersión semana actividad inglés mes vacación escolar verano
"Dotar en la educación primaria y secundaria de cursos de inmersión de 4 semanas para el aprendizaje del inglés, en los meses de vacaciones escolares de verano.",506,0,0,dotar educación primario secundario curso inmersión semana aprendizaje inglés mes vacación escolar verano
Impulsar 20.000 becas de un curso completo en un país de habla inglesa para alumnos de educación secundaria.,506,0,0,impulsar beca curso completo país hablar inglés alumno educación secundario
Los beneficiarios se seleccionarán entre los mejores expedientes académicos.,506,0,0,beneficiario seleccionar mejor expediente académico
"Promover 10.000 becas para estancias de medio año para profundizar el aprendizaje lingüístico y profesional para jóvenes, preferentemente estudiantes de formación profesional.",506,0,0,promover beca estancia medio año profundizar aprendizaje lingüístico profesional joven preferentemente estudiant formación profesional
Establecer 6.000 estancias de un curso en un país de habla inglesa para maestros y profesores.,506,0,0,establecer estancia curso país hablar inglés maestros profesores
Promover 5.000 estancias de un curso en un país de habla inglesa para jóvenes graduados que deseen acceder a la función docente.,506,0,0,promover estancia curso país hablar inglés joven graduado deseir acceder función docente
"Asimismo, en colaboración con las Comunidades Autónomas, se fomentará:",,0,0,asimismo colaboración comunidad autónomo fomentar
La creación de centros de educación infantil y primaria bilingües (castellano e inglés) o trilingües en las Comunidades Autónomas con lengua cooficial.,506,0,0,creación centro educación infantil primario bilingües castellano inglés trilingües comunidad autónomo lengua cooficial
La creación de Secciones Internacionales en institutos de educación secundaria.,506,0,0,creación sección internacional instituto educación secundario
Las TIC como factor de mejora de la educación,,0,0,tic factor mejor educación
Garantizaremos que el sistema educativo proporcione a todos los niños y jóvenes los conocimientos y las competencias necesarios para su inserción plena en la sociedad de la información.,506,0,0,garantizar sistema educativo proporcionir niño joven conocimiento competencia necesario inserción pleno sociedad información
Aprovecharemos todas las facilidades que ofrecen las TIC para mejorar la calidad de la enseñanza y el resultados del aprendizaje.,506,0,0,aprovecharemos todo facilidad ofrecer tic mejorar calidad enseñanza resultado aprendizaje
Nos comprometemos a:,,0,0,comprometer
"Reforzar el empleo de las TIC, de su enseñanza y de su aplicación con fines didácticos en todas las etapas del sistema educativo.",506,0,0,reforzar empleo tic enseñanzar aplicación fin didáctico todo etapa sistema educativo
Impulsar un amplio programa de formación del profesorado en el uso educativo de las TIC y,506,0,0,impulsar amplio programa formación profesorado uso educativo tic
la difusión de aplicaciones informáticas adaptadas a los programas y a las actividades escolares.,506,0,0,difusión aplicación informático adaptado programa actividad escolar
Promover la generalización del uso en los centros educativos de la “pizarra digital interactiva”.,506,0,0,promover generalización uso centro educativo pizarrir digital interactivo
Mejorar los resultados de la enseñanza,,0,0,mejorar resultado enseñanzo
La prioridad es recuperar y fortalecer los valores que resultan imprescindibles para el éxito escolar.,506,0,0,prioridad recuperar fortalecer valor resultar imprescindible éxito escolar
"El sentido de la responsabilidad personal,",506,0,0,responsabilidad personal
"del esfuerzo y la autoexigencia,",506,0,0,esfuerzo autoexigencia
"la movilización de la voluntad,",506,0,0,movilización voluntad
"la apuesta por el conocimiento,",506,0,0,apostar conocimiento
"el mérito y la mejora personal,",506,0,0,mérito mejora personal
"la capacidad de sacrificar el presente para invertir en el futuro, constituyen elementos que son indispensables para la eficacia del proceso de formación.",506,0,0,capacidad sacrificar presente invertir futuro constituir elemento indispensable eficacia proceso formación
"Por ello, proponemos:",,0,0,él proponer
"Establecer pruebas externas de carácter nacional que permitan conocer los resultados de cada alumno, de cada centro y del sistema en su conjunto en términos homogéneos a efectos de comparación.",506,0,0,establecer prueba externo carácter nacional permitir conocer resultado cada alumno cada centro sistema conjunto término homogéneo efecto comparación
"Las pruebas versarán sobre las materias instrumentales básicas (lengua y matemáticas),",506,0,0,prueba versacer materia instrumental básico lengua matemático
"sobre ciencias y humanidades,",506,0,0,ciencia humanidad
y sobre conocimientos en el idioma inglés.,506,0,0,conocimiento idiomir inglés
Los resultados de cada centro serán públicos y,506,0,0,resultado cada centro público
se valorará de modo especial el progreso realizado por cada centro.,506,0,0,valorar modo especial progreso realizado cada centro
"Los alumnos con mejores expedientes académicos y mejores resultados en las pruebas, recibirán un “Diploma de Excelencia” como reconocimiento al trabajo realizado.",506,0,0,alumno mejor expediente académico mejor resultado prueba recibir diploma excelencia reconocimiento trabajo realizado
"Dicho diploma constituirá mérito preferente para acceder a cualquier tipo de ayudas, becas y premios que puedan establecerse.",506,0,0,dicho diploma constituir mérito preferente acceder cualquiera tipo ayuda beca premio poder establecer él
"Proponemos la mejora de los programas escolares y de la eficacia de los aprendizajes en la educación infantil, primaria y secundaria, mediante:",,0,0,proponer mejora programa escolar eficaciar aprendizaje educación infantil primario secundario mediante
"La iniciación temprana al aprendizaje de la lectura, la escritura y el cálculo en la educación infantil, de conformidad con las posibilidades de cada niño.",506,0,0,iniciación temprano aprendizaje lectura escritura cálculo educación infantil conformidad posibilidad cada niño
"La definición clara de los conocimientos y de las destrezas intelectuales que los alumnos habrán de dominar al finalizar cada curso y cada etapa, respetando la libertad y autonomía pedagógicas.",506,0,0,definición claro conocimiento destreza intelectual alumno dominar finalizar cada curso cada etapa respetar libertad autonomía pedagógica
"La aplicación temprana de enseñanzas de remediación, refuerzo o recuperación a aquellos alumnos que lo precisen.",506,0,0,aplicación temprano enseñanza remediación refuerzo recuperación aquel alumno precisar
Una atención específica a los alumnos de altas capacidades.,506,0,0,atención específico alumno alto capacidad
La supresión de la asignatura específica “Educación para la Ciudadanía”,506,0,0,supresión asignatura específico educación ciudadanío
"y la integración de la formación cívica, basada en los valores constitucionales, en las materias propias de los conocimientos sociales.",506,0,0,integración formación cívico basado valor constitucional materia propio conocimiento social
"La organización de la educación secundaria obligatoria con un carácter más flexible, que atienda a las motivaciones, intereses y progresos de los alumnos.",506,0,0,organización educación secundario obligatorio carácter flexible atiendo motivación interés progreso alumno
"La configuración del último curso de educación secundaria obligatoria como un auténtico curso preparatorio de orientación que, como puente hacia la educación secundaria superior, tenga vías formativas diferenciadas y diseñadas, para que los alumnos accedan adecuadamente a las distintas modalidades de bachillerato o a la formación profesional.",506,0,0,configuración último curso educación secundario obligatoria auténtico curso preparatorio orientación puente hacia educación secundario superior vía formativo diferenciado diseñado alumno accedar adecuadamente distinto modalidad bachillerato formación profesional
La orientación adecuada y verdaderamente formativa de las materias de carácter humanístico en los programas escolares.,506,0,0,orientación adecuado verdaderamente formativo materia carácter humanístico programa escolar
"La enseñanza de la historia, de la geografía y de la literatura ha de llevarse a cabo con una perspectiva universal, con particular atención a cuanto se refiere al conjunto de España, Europa y a los países de habla hispana.",506,0,0,enseñanza historio geografía literatura llevar él cabo perspectiva universal particular atención cuanto referir conjunto españa europa países hablar hispano
"El refuerzo del aprendizaje de la lengua inglesa y de una segunda lengua extranjera, fomentando el modelo de centros bilingües (o trilingües en su caso).",506,0,0,refuerzo aprendizaje lengua inglés segundo lengua extranjero fomentar modelo centro bilingüe trilingües caso
"La apuesta decidida por la implantación como vía formativa específica de los programas de cualificación profesional inicial, para aquellos alumnos cuyas motivaciones e intereses estén orientados a una formación eminentemente práctica.",506,0,0,apuesta decidido implantación vía formativo específico programa cualificación profesional inicial aquel alumno cuyo motivación interés orientado formación eminentemente práctico
"Se ofrecerán estas enseñanzas a todos los alumnos con 15 años de edad que hayan cursado, al menos, los dos primeros años de educación secundaria.",506,0,0,ofrecer enseñanza alumno año edad cursado menos dos primero año educación secundario
"Estos programas tendrán un carácter eminentemente práctico, con formación en empresas y centros de trabajo, con enseñanzas de apoyo a aquellos alumnos que presenten deficiencias en el uso de los conocimientos básicos e instrumentales de carácter general.",506,0,0,programa carácter eminentemente práctico formación empresa centro trabajo enseñanza apoyo aquel alumno presentar deficiencia uso conocimiento básico instrumental carácter general
"Mejoraremos la estructura, los programas y la eficacia de los aprendizajes en el bachillerato,",506,0,0,mejoraremos estructura programa eficacio aprendizaje bachillerato
mediante:,,0,0,mediante
"Una mejor organización y distribución de los contenidos de las materias, reforzando su carácter preparatorio para los estudios superiores.",506,0,0,mejor organización distribución contenido materia reforzar carácter preparatorio estudio superior
"Eliminación de las posibilidades de pasar de curso sin aprobar las correspondientes asignaturas del curso, salvo un máximo de dos.",506,0,0,eliminación posibilidad pasar curso aprobar correspondiente asignatura curso salvo máximo dos
"Una orientación adecuada de las materias de carácter humanístico, evitando su actual empobrecimiento.",506,0,0,orientación adecuado materia carácter humanístico evitar actual empobrecimiento
"La filosofía recuperará su configuración clásica, desvinculándola de “Educación para la Ciudadanía”.",506,0,0,filosofía recuperar configuración clásico desvinculándolo educación ciudadanía
El refuerzo de la motivación de los alumnos mediante el incentivo de la concesión de becas para el aprendizaje de idiomas en el extranjero y la ampliación de conocimientos.,506,0,0,refuerzo motivación alumno mediante incentivo concesión beca aprendizaje idiomas extranjero ampliación conocimiento
"Impulsaremos y mejoraremos las enseñanzas artísticas profesionales, con la finalidad de proporcionar a su alumnado una formación de calidad mediante:",,0,0,impulsar mejoraremo enseñanza artístico profesional finalidad proporcionar alumnado formación calidad mediante
Un programa para la dotación de los equipamientos que precisan estas enseñanzas.,506,0,0,programa dotación equipamiento precisar enseñanza
La extensión del modelo de centro integrado de enseñanzas artísticas y enseñanzas de régimen general.,506,0,0,extensión modelo centro integrado enseñanza artístico enseñanza régimen general
Un programa de becas y ayudas específicas para los alumnos de enseñanzas artísticas con la finalidad de promover la excelencia en estos estudios.,506,0,0,programa beca ayuda específico alumno enseñanza artístico finalidad promover excelencia estudio
"Impulsaremos y mejoraremos las enseñanzas para las personas adultas para hacer efectiva la igualdad de oportunidades y responder a las nuevas necesidades de formación personal y de cualificación a lo largo de toda la vida,",506,0,0,impulsar mejoraremo enseñanza persona adulto hacer efectivo igualdad oportunidad responder nuevo necesidad formación personal cualificación largo todo vida
mediante:,,0,0,mediante
"Acciones de atención preferente a aquellas personas que, por diferentes razones, no hayan podido completar la enseñanza básica.",506,0,0,acción atención preferentar aquel persona diferente razón no poder completar enseñanza básico
La cooperación con empresas y otras instituciones para la realización de aquellas modalidades de formación permanente que promuevan el empleo y mejoren la cualificación profesional.,506,0,0,cooperación empresa institución realización aquel modalidad formación permanente promover empleo mejoren cualificación profesional
Programas específicos para el desarrollo de fórmulas de enseñanza a distancia que resulten de la aplicación preferente de las TIC.,506,0,0,programa específico desarrollo fórmula enseñanza distancia resultir aplicación preferente tic
"Los profesores, protagonistas de la mejora de la calidad",,0,0,profesor protagonista mejora calidad
La atención al profesorado se convertirá en el elemento central de las políticas de mejora de la calidad de la educación.,704,0,0,atención profesorado convertir elemento central política mejorar calidad educación
"Promoveremos la aplicación para el profesorado de la enseñanza pública, de políticas de recursos humanos que integren en un todo coherente la selección, la formación, la evaluación, la promoción y el desarrollo profesional.",704,0,0,promoverer aplicación profesorado enseñanza público política recurso humano integrar coherente selección formación evaluación promoción desarrollo profesional
Nos comprometemos a:,,0,0,comprometer
"Reconocer, apoyar y valorar la función docente para que los profesores reciban el trato, la consideración y el respeto acordes con el desempeño de su tarea profesional.",704,0,0,reconocer apoyar valorar función docente profesor recir trato consideración respetar acorde desempeño tarea profesional
Elaborar el Estatuto Básico de la Función Pública Docente.,704,0,0,elaborar estatuto básico función público docente
"Establecer los derechos individuales y colectivos de los profesores,",704,0,0,establecer derecho individual colectivo profesor
"así como sus deberes, con la finalidad de garantizar mejor las condiciones que resulten más idóneas para el desempeño de sus funciones docentes.",704,0,0,así deber finalidad garantizar mejor condición resultir idónea desempeño función docente
"Establecer una carrera docente constituida por el conjunto de grados que el profesor puede alcanzar como consecuencia del reconocimiento de su ejercicio profesional, en función de los puestos docentes desempeñados,",704,0,0,establecer carrera docente constituido conjunto grado profesor poder alcanzar consecuencia reconocimiento ejercicio profesional función puesto docente desempeñado
las actividades de formación y,704,0,0,actividad formación
las tareas de innovación e investigación relacionadas con su tarea profesional.,704,0,0,tarea innovación investigación relacionado tarea profesional
"Potenciar el sistema de ingreso a los cuerpos de funcionarios docentes, de forma que atraiga a los mejores expedientes académicos y garantice como criterios de selección el mérito y la capacidad.",704,0,0,potenciar sistema ingreso cuerpo funcionario docente forma atraigar mejor expediente académico garantizar criterio selección mérito capacidad
Establecer medidas eficaces para la mejora de las condiciones en las que el profesorado realiza su trabajo así como para estimular su reconocimiento social.,704,0,0,establecer medida eficaz mejorar condiciones profesorado realizar trabajo así estimular reconocimiento social
Garantizar la movilidad en todo el territorio nacional de los funcionarios de los distintos cuerpos docentes.,704,0,0,garantizar movilidad territorio nacional funcionario distinto cuerpo docente
Adoptar medidas destinadas a premiar la excelencia y el esfuerzo del profesorado en tareas con especiales dificultades.,704,0,0,adoptar medida destinado premiar excelencia esfuerzo profesorado tarea especial dificultad
"Promover una formación permanente del profesorado orientada a dar una respuesta efectiva a las exigencias de una enseñanza de calidad, para que el profesor pueda actualizar sus conocimientos científicos y didácticos.",704,0,0,promover formación permanente profesorado orientado dar respuesta efectivo exigencia enseñanzo calidad profesor poder actualizar conocimiento científico didáctico
"Tanto en los ámbitos humanístico y científico,",704,0,0,ámbito humanístico científico
así como en lo que se refiere a las lenguas extranjeras.,704,0,0,así referir lengua extranjero
Adoptar las medidas necesarias para que las retribuciones del profesorado de los centros privados concertados sean análogas a las de los profesores de la enseñanza pública.,704,0,0,adoptar medida necesario retribución profesorado centro privado concertado análoga profesor enseñanza público
Libertad de enseñanza: multiplicar las opciones de calidad,,0,0,libertad enseñanzar multiplicar opción calidad
La libertad es un factor de calidad.,201,0,0,libertad factor calidad
Promoverla contribuye a la mejora del conjunto del sistema educativo.,201,0,0,promover él contribuir mejora conjunto sistema educativo
No hay verdadera libertad si no existe una oferta educativa plural a la que deben concurrir tanto los centros de titularidad pública como los creados por la iniciativa social.,506,0,0,no verdadero libertad si no existir oferta educativo plural deber concurrir centro titularidad público creado iniciativa social
Para ello:,,0,0,él
Estableceremos el derecho al concierto.,506,0,0,establecerer derecho concierto
Los centros privados que impartan enseñanzas gratuitas tendrán derecho a acogerse al régimen de conciertos.,506,0,0,centro privado impartar enseñanza gratuito derecho acoger él régimen concierto
"Reforzaremos el marco legal que garantice plenamente el carácter propio de los centros,",506,0,0,reforzarer marco legal garantizar plenamente carácter propio centro
"su proyecto educativo singular,",506,0,0,proyecto educativo singular
así como las posibilidades de funcionamiento que faciliten al máximo la autonomía pedagógica y organizativa del centro.,506,0,0,así posibilidad funcionamiento facilitar máximo autonomía pedagógico organizativo centro
Garantizaremos la relación directa entre las familias y los centros en los procesos de escolarización.,506,0,0,garantizaremos relación directo familia centro proceso escolarización
Promoveremos que el proyecto educativo de cada centro sea público y se dé a conocer a las familias para facilitar su libre elección.,506,0,0,promoverar proyecto educativo cada centro público dar conocer familia facilitar libre elección
La decisión de las familias de elegir el centro docente implicará la aceptación del proyecto educativo y el carácter propio del centro.,506,0,0,decisión familia elegir centro docente implicar aceptación proyecto educativo carácter propio centro
"El concierto u otras fórmulas de financiación, establecerán los derechos y obligaciones tanto de la Administración como del titular, en orden a la mejor satisfacción del derecho a la educación en libertad.",506,0,0,concierto u fórmula financiación establecer derecho obligaciones administración titular orden mejor satisfacción derecho educación libertad
"En todo caso, respetarán las normas, tanto de carácter pedagógico como organizativo y de gestión, que fijen los propios centros para el mejor cumplimiento de los objetivos derivados de su carácter propio.",506,0,0,caso respetar norma carácter pedagógico organizativo gestión fijar propio centro mejor cumplimiento objetivo derivado carácter propio
La financiación por unidad escolar asegurará que las enseñanzas se impartan en condiciones de gratuidad y calidad.,506,0,0,financiación unidad escolar asegurar enseñanza impartar condición gratuidad calidad
"Se pondrá en marcha una Comisión para el análisis del coste del puesto escolar, de la que formarán parte, junto con expertos, representantes de padres, profesores y entidades educativas.",506,0,0,poner marcha comisión análisis coste puesto escolar formar parte junto experto representante padr profesor entidad educativo
Las familias en el centro de la vida escolar,,0,0,familia centro vida escolar
Los padres son los primeros responsables de la educación de sus hijos.,606,0,0,padre primero responsable educación hijo
"En consecuencia, las familias deben ocupar un papel central en la comunidad educativa.",606,0,0,consecuencio familia deber ocupar papel central comunidad educativo
Nos comprometemos a reforzar sus derechos en relación con la educación de sus hijos en el marco de lo que dispone la Constitución.,203,0,0,comprometer reforzar derecho relación educación hijos marco disponer constitución
Promoveremos que los calendarios y horarios escolares tengan en cuenta las necesidades de los alumnos y de las familias.,606,0,0,promoverer calendario horario escolar contar necesidad alumno familia
Favoreceremos el ejercicio del derecho de asociación de los padres y,606,0,0,favoreceremos ejercicio derecho asociación padre
facilitaremos a estas asociaciones los medios necesarios para que puedan desarrollar sus funciones en beneficio de la educación de sus hijos.,606,0,0,facilitarer asociación medio necesario poder desarrollar función beneficio educación hijo
Garantizaremos que las familias participen en todos los procesos de decisión que afecten a la escolarización de sus hijos.,606,0,0,garantizar familia participar proceso decisión afectar escolarización hijo
"En el marco del diálogo con los interlocutores sociales, promoveremos que los padres tengan permiso de sus centros de trabajo para atender los encuentros que con carácter periódico sean fijados en los centros educativos para el seguimiento de la formación de sus hijos.",606,0,0,marco diálogo interlocutor social promoveremos padre permiso centro trabajar atender encuentro carácter periódico fijado centro educativo seguimiento formación hijo
Fomentaremos la colaboración de las familias en las actividades de los centros para mejorar el rendimiento escolar de sus hijos.,606,0,0,fomentaremos colaboración familia actividad centro mejorar rendimiento escolar hijo
Centros educativos públicos: gestión innovadora y moderna,,0,0,centro educativo público gestión innovadora moderno
"Promoveremos que los centros educativos, en el marco de su autonomía organizativa, garanticen el clima escolar idóneo para el estudio y la convivencia y",506,0,0,promoverer centro educativo marco autonomía organizativo garanticir clima escolar idóneo estudio convivencia
"que estén sujetos a mecanismos de rendición de cuentas por sus resultados, tomando en consideración sus circunstancias socioeconómicas específicas.",506,0,0,sujeto mecanismo rendición cuenta resultado tomar consideración circunstancia socioeconómico específico
Proponemos:,,0,0,proponer
"La profesionalización de la dirección y la gestión de los centros, de manera que puedan abordar con mayores capacidades los retos que supone una mayor autonomía curricular, económica y organizativa.",303,0,0,profesionalización dirección gestión centro manera poder abordar mayor capacidad reto suponer mayor autonomía curricular económico organizativo
"La adopción de un nuevo modelo de selección del director y del equipo directivo basado en los principios de publicidad, mérito y capacidad, con la finalidad de designar a los candidatos más idóneos.",303,0,0,adopción nuevo modelo selección director equipo directivo basado principio publicidad mérito capacidad finalidad designar candidato idóneo
"El establecimiento de centros de especialización curricular que ofrezcan proyectos educativos diferenciados mediante el refuerzo y ampliación de los currículos en los ámbitos lingüístico,",506,0,0,establecimiento centro especialización curricular ofrezcar proyecto educativo diferenciado mediante refuerzo ampliación currículo ámbito lingüístico
"humanístico,",506,0,0,humanístico
"científico,",506,0,0,científico
"tecnológico,",506,0,0,tecnológico
"artístico,",506,0,0,artístico
deportivo o,506,0,0,deportivo
de las tecnologías de la información y comunicación.,506,0,0,tecnología información comunicación
Apoyo a las actividades complementarias que amplíen el horizonte formativo y cultural de los alumnos y promuevan en ellos el sentido de pertenencia al centro.,506,0,0,apoyo actividad complementario amplíen horizonte formativo cultural alumno promover pertenencia centro
Desarrollo del deporte escolar y,502,0,0,desarrollo deporte escolar
organización de actividades de competición entre centros.,502,0,0,organización actividad competición centro
"Apoyo especial a los centros que escolarizan alumnado en situación de desventaja social, promoviendo “planes de educación prioritaria”, dirigidos a elevar el nivel académico y cultural de los alumnos a partir de la educación infantil.",503,1,-1,apoyo especial centro escolarizar alumnado situación desventajar social promover plan educación prioritario dirigido elevar nivel académico cultural alumno partir educación infantil
"Reforzamiento de las medidas de disciplina y de orden en los centros, con plenas facultades a la dirección para su mantenimiento.",506,0,0,reforzamiento medida disciplín ordir centro plena facultad dirección mantenimiento
"Con la finalidad de optimizar, mejorar y fortalecer la eficiencia educativa pública en el plano organizativo y curricular, pondremos en marcha “centros pilotos” que desarrollarán un nuevo modo de gestión de los centros públicos.",303,0,0,finalidad optimizar mejorar fortalecer eficiencia educativo público plano organizativo curricular pondremos marchar centro piloto desarrollar nuevo modo gestión centro público
"Se denominarán centros de innovación y experimentación educativa, serán de titularidad pública y su gestión quedará encomendada a una entidad con personalidad jurídica propia.",303,0,0,denominar centro innovación experimentación educativo titularidad público gestión quedar encomendada entidad personalidad jurídico propio
Garantizar la igualdad: modernizar el sistema de becas,,0,0,garantizar igualdad modernizar sistema beca
"El derecho a la educación, reconocido en la Constitución, supone garantizar las más amplias oportunidades de formación.",203,0,0,derecho educación reconocido constitución suponer garantizar amplio oportunidad formación
Ningún alumno debe quedar atrás por falta de apoyos adecuados a sus necesidades.,503,1,-1,ninguno alumno deber quedar atrás faltar apoyo adecuado necesidad
Ninguna familia debe verse limitada por motivos socioeconómicos a la hora de elegir el tipo de educación y el colegio que desea para sus hijos.,503,1,-1,ninguno familia deber ver él limitado motivo socioeconómico hora elegir tipo educación colegio desear hijo
"El sistema de ayudas y becas al estudio debe ser profundamente renovado para poder dar respuesta a las nuevas demandas en razón de los cambios económicos, sociales y culturales que ha experimentado la sociedad española.",303,0,0,sistema ayuda beca estudio deber ser profundamente renovado poder dar respuesta nuevo demanda razón cambio económico social cultural experimentado sociedad español
Para ello fortaleceremos el sistema nacional de becas y ayudas al estudio:,506,0,0,él fortalecerer sistema nacional beca ayuda estudio
"Garantizaremos que no existan diferencias, ni en los requisitos de carácter socioeconómico, ni en la cuantía de las ayudas, por razón del lugar en que residan los beneficiarios.",506,0,0,garantizar no existir diferencia ni requisito carácter socioeconómico ni cuantir ayuda razón lugar residir beneficiario
Revisaremos el umbral de renta para la obtención de las becas y ayudas al estudio en función de la renta familiar según el número de hijos.,506,0,0,revisarer umbral renta obtención beca ayuda estudio función renta familiar según número hijo
"Eliminaremos las tasas y precios públicos con arreglo a criterios de equidad, a los alumnos que pertenezcan a familias con la condición legal de familias numerosas.",506,0,0,eliminaremos tasa precio público arreglo criterio equidad alumno pertenecer familia condición legal familia numeroso
Ampliaremos las modalidades de becas a fin de proporcionar mayores oportunidades a todos.,506,0,0,ampliar modalidad beca fin proporcionar mayor oportunidad
Crearemos un programa de becas destinado a los estudiantes de formación profesional.,506,0,0,crearer programa beca destinado estudiantes formación profesional
Crearemos un programa de becas y ayudas específicas para los alumnos de enseñanzas artísticas para promover la excelencia en estos estudios.,506,0,0,crearer programa beca ayuda específico alumno enseñanza artístico promover excelencia estudio
"Reforzaremos las becas de movilidad para facilitar el acceso de cada alumno a la universidad de su elección, en función de su mérito y capacidad,",506,0,0,reforzarer beca movilidad facilitar acceso cada alumno universidad elección función mérito capacidad
así como para favorecer la posibilidad de estudiar parte de su carrera en una universidad distinta a la de origen.,506,0,0,así favorecer posibilidad estudiar parte carrero universidad distinto origen
"Potenciaremos los créditos subvencionados, particularmente para cursar los estudios de postgrado.",506,0,0,potenciarer crédito subvencionado particularmente cursar estudio postgrado
"Agilizaremos los procedimientos de gestión para que todos los estudiantes que soliciten beca puedan conocer, al inicio del curso escolar, si van a ser beneficiarios.",506,0,0,agilizarer procedimiento gestión estudiantes solicitir beca poder conocer inicio curso escolar si ir ser beneficiario
Asegurar una educación de calidad que atienda las necesidades del alumnado e incremente la igualdad de oportunidades de todos:,,0,0,asegurar educación calidad atiendar necesidad alumnado incremente igualdad oportunidad
Medio Rural,506,0,0,medio rural
-Impulsaremos la mejora de las condiciones de escolarización del medio rural para asegurar la igualdad de oportunidades.,506,0,0,impulsar mejora condición escolarización medio rural asegurar igualdad oportunidad
"-Promoveremos actuaciones preferentes para los alumnos del medio rural,",506,0,0,promoverar actuación preferente alumno medio rural
e impulsaremos el aprendizaje de idiomas y el desarrollo educativo de las tecnologías de la información y la comunicación.,506,0,0,impulsarer aprendizaje idioma desarrollo educativo tecnología información comunicación
Alumnos con necesidades educatives específicas:,,0,0,alumno necesidad educativ específico
-Impulsaremos un programa de formación de los profesionales que atienden a este alumnado.,506,0,0,impulsarer programa formación profesional atender alumnado
-Garantizaremos los derechos de los padres en relación con las modalidades de escolarización más acordes a las necesidades educativas de sus hijos.,506,0,0,garantizaremos derecho padr relación modalidad escolarización acorde necesidad educativo hijo
Una apuesta por la segunda generación de inmigrantes,,0,0,apostar segundo generación inmigrante
La escuela debe estar preparada para dar una respuesta educativa eficaz a las necesidades del alumnado inmigrante.,506,0,0,escuela deber preparado dar respuesta educativo eficaz necesidad alumnado inmigrante
"Si no adoptamos las medidas pertinentes, los riesgos de un elevado abandono educativo prematuro,",506,0,0,si no adoptar medida pertinente riesgo elevado abandono educativo prematuro
"una baja formación,",506,0,0,bajo formación
la precariedad en el empleo y,506,0,0,precariedad empleo
la posible exclusión social se harán presentes en nuestra sociedad.,506,0,0,posible exclusión social hacer presente sociedad
"Este es un escenario que ni humana, ni social, ni económicamente podemos permitirnos,",506,0,0,escenario ni humano ni social ni económicamente poder permitir yo
por lo que planteamos los siguientes compromisos:,,0,0,plantear siguiente compromiso
"Favorecer la integración futura a través de la educación, con arreglo a los principios y valores de la convivencia en el Estado de Derecho.",506,0,0,favorecer integración futuro través educación arreglar principios valor convivencia derecho
Los alumnos inmigrantes se incorporarán al sistema educativo con igualdad de derechos y obligaciones que el resto de los alumnos.,506,0,0,alumno inmigrante incorporar sistema educativo igualdad derechos obligación resto alumno
