Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Esto implica que 1.500 millones de dólares gastados en turismo en el exterior, supone haberse consumido alegremente la posibilidad de contar con 300 nuevas fábricas en el país.",410,0,1,implicar millón dólares gastado turismo exterior suponer haber él consumir alegremente posibilidad contar nuevo fábrica país
"Para un mejor desarrollo del SITI, las terminales automotrices podrían integrar los dispositivos de seguimientos a las unidades -esto no incide significativamente en el costo-y las Compañías de Telecomunicaciones deberían generar planes especiales de transmisión de datos para brindar una mayor cobertura territorial de información en tiempo real.",411,0,1,mejor desarrollo siti terminal automotriz poder integrar dispositivo seguimiento unidad no incidir significativamente costoy compañía telecomunicación deber generar plan especial transmisión dato brindar mayor cobertura territorial información tiempo real
La educación superior y la investigación científica y tecnológica deben de ir de la mano en cuanto a la generación de capacidades nacionales en materia de conocimiento.,411,0,1,educación superior investigación científico tecnológico deber ir mano cuanto generación capacidad nacional materia conocimiento
Es necesario invertir en la red de alta tensión ( 400 KV y 220 KV ) para grandes trasvases de energía.,411,0,1,necesario invertir red alto tensión kv kv grande trasvase energío
"Apoyaremos las acciones formativas, destinadas a personas con discapacidad, en el uso de las tecnologías de la información y comunicación.",411,0,1,apoyarer acción formativo destinado persona discapacidad uso tecnologiar información comunicación
"Todos eran gestionados por iniciativa privada y podían comprar la participación del Estado a coste, dando así incentivos al crecimiento.",402,0,1,gestionado iniciativa privado poder comprar participación coste dar así incentivo crecimiento
"En resumen, las actividades de mayor dinamismo lo han sido, bancarias, las de reexportación de la Zona Libre de Colón, Hotelería, Telecomunicaciones, Trasporte Aéreo, la Construcción y las Inmobiliarias.",411,0,1,resumir actividad mayor dinamismo ser bancario reexportación zona libre colón hoteleer telecomunicación trasporte aéreo construcción inmobiliario
"Es un deber de los bancos y así lo debemos asegurar, el que los clientes tengan la seguridad de que sus cuentas corrientes y tarjetas de crédito están protegidas",403,0,1,deber banco así deber asegurar cliente seguridad cuenta corriente tarjeta crédito protegido
"La mejor defensa del modelo económico social que rige en Chile es proteger su funcionamiento, promoviendo la libertad y la competencia como ejes del libre mercado.",401,0,1,mejor defensa modelo económico social regir chile proteger funcionamiento promover libertad competencia eje libre mercado
"Impulsar modificacions de l’impost de societats que tendeixin a bonificar fiscalment els rendiments obtinguts per societats a partir de lloguers que es trobin per sota de l’Índex de Referència de Preus del Lloguer que, a Catalunya, determini la Generalitat.",403,0,1,impulsar modificacions limpost societats tendeixin bonificar fiscalment el rendiments obtingut per societats partir lloguers trobin per sota líndex referncia preu lloguer catalunya determini generalitat
"La actividad manufacturera abastece a la economía de bienes de consumo final, intermedio y de capital.",411,0,1,actividad manufacturero abastecer economía bién consumo final intermedio capital
Nuestra apuesta es la de una sociedad basada en la generación y uso del conocimiento y la innovación.,411,0,1,apostar sociedad basado generación uso conocimiento innovación
"que contempla la consolidación de la información bancaria, del comercio y de cualquier otro agente crediticio relevante;",403,0,1,contemplar consolidación información bancario comerciar cualquiera agente crediticio relevante
"Revertir la expulsión de científicos y científicas con un plan de choque para situarnos, en una legislatura, al nivel de la Unión Europea en la proporción de personas dedicadas a la investigación, con un aumento neto de 5000 investigadores e investigadoras cada año.",411,0,1,revertir expulsión científico científico plan choque situarnos legislaturar nivel unión europeo proporción persona dedicado investigación aumento neto investigador investigador cada año
"- Dotar de una cualificación profesional acreditada a todos aquellos jóvenes que carezcan de ella, o que necesiten adaptarla.",411,0,1,dotar cualificación profesional acreditado aquel joven carezcar necesitar adaptar él
"Nos comprometemos a que, como mínimo, España sea pionera en la implantación del acuerdo alcanzado en 2012 por once países de la Unión Europea, que consiste en aplicar un impuesto del 0,1 % sobre la compra y la venta de acciones y bonos, y otro del 0,01 % sobre los productos derivados.",403,0,1,comprometer mínimo españa pionera implantación acuerdo alcanzado once país unión europea consistir aplicar impuesto compra ventar acción bono producto derivado
"Por otro lado, daremos un fuerte impulso a los Centros de Día.",504,-1,-1,lado dar fuerte impulso centro día
Modificaremos la Ley de Haciendas Locales para que aquellas viviendas deshabitadas que sean cedidas por sus propietarios a fondos sociales de vivienda no paguen IBI (Impuesto sobre los Bienes Inmuebles).,504,-1,-1,modificar ley hacienda local aquel vivienda deshabitado cedido propietario fondo social vivienda no pagar ibi impuesto bien inmuebl
"Si bien en distintas oportunidades, tanto en el Congreso como en el Ejecutivo, se mencionó la posibilidad de implementar pensiones no contributivas, no se ha dado un avance concreto al respecto en nuestro país, como sí ha ocurrido con nuestros vecinos (casos de Chile y Bolivia, por ejemplo).",504,-1,-1,si bien distinto oportunidad congreso ejecutivo mencionar posibilidad implementar pensión no contributiva no dado avance concreto respecto país ocurrido vecino caso chile bolivia ejemplo
"De otro lado, como no sería aceptado por los usuarios un crédito cuya cancelación total se pueda extender indefinidamente, se propone limitar esta ampliación del plazo a máximo cinco años adicionales.",504,-1,-1,lado no aceptado usuario crédito cuyo cancelación total poder extender indefinidamente proponer limitar ampliación plazo máximo cinco año adicional
"De forma voluntaria, la jubilación será posible entre los 60 y los 70 años.",504,-1,-1,forma voluntario jubilación posible año
Algunas de las principales obras de nuestro plan de inversiones para el quinquenio 2014- 2019 incluyen:,504,-1,-1,principal obra plar inversión quinquenio incluir
Entiende también que esta gestión debe ser capaz de sacar el mayor partido posible en términos de salud y bienestar.,504,-1,-1,entender gestión deber ser capaz sacar mayor partido posible término salud bienestar
"Cada vez que un Carabinero sea detenido injustamente por cumplir su deber o sea asesinado por un delincuente, el Gobierno contratará al mejor abogado para defenderlo o querellarse en representación de su familia.",605.1,-1,0,cada vez carabinerir detenido injustamente cumplir deber asesinado delincuente gobierno contratar mejor abogado defender él querellar él representación familio
Mediante una reforma a la Ley Federal de Presupuesto y Responsabilidad Hacendaria.,504,-1,-1,mediante reforma ley federal presupuesto responsabilidad hacendario
Reconèixer el valor procomú generat.,606.1,-1,0,reconixer valor procomú generat
Se formulará e implementará la Política de salud reproductiva y sexual que contribuya a la reducción del embarazo en adolescentes al menos en un 26% antes de 2006.,504,-1,-1,formular implementar política salud reproductivo sexual contribuir reducción embarazo adolescente menos
Exclusió de la tasca voluntària de l’afiliació obligatòria al règim ordinari de la seguretat social.,606.1,-1,0,exclusió tasca voluntrio lafiliaceír obligatria rgim ordinari seguretat social
"Reduciremos el hacinamiento creando nuevos cupos carcelarios, haciendo uso de acuerdos público privados para la construcción de más infraestructura.",605.1,-1,0,reducirer hacinamiento crear nuevo cupo carcelario hacer uso acuerdo público privado construcción infraestructuro
Fortalecimiento de la Red Nacional de Cuido y Atención Integral Progresiva para Personas Adultas Mayores.,504,-1,-1,fortalecimiento red nacional cuido atención integral progresivo persona adulto mayor
"3.1. El Estado social que proclama nuestra Constitución, lo que también denominamos Estado del Bienestar, supone para los y las socialistas mucho más que la consolidación de los pilares -Educación, Sanidad, servicios sociales y pensiones- sobre los que tradicionalmente se ha basado.",504,-1,-1,social proclamar constitución denominar bienestar suponer socialista consolidación pilar educación sanidad servicio social pensión tradicionalmente basado
lo que significa hacer explícito que el sujeto obligado de garantizarlo es el Estado.,504,-1,-1,significar hacer explícito sujeto obligado garantizar él
"Aquellas entidades del Tercer Sector que rechacen esta opción saldrán del espacio público y pasarán, si así lo deciden, al ámbito privado.",504,-1,-1,aquel entidad tercer sector rechazar opción salir espacio público pasar si así decidir ámbito privado
"La elaboración del costo del Plan Básico de Salud, será cumplida cabalmente por Superintendencia de Salud y Riesgos Laborales (SISALRIL) que a su vez lo propone al Consejo Nacional de Seguridad Social (CNSS), así como sus componentes.",504,-1,-1,elaboración costo plan básico salud cumplido cabalmente superintendencia salud riesgo laboral sisalril vez proponer consejo nacional seguridad social cnss así componente
"Consideración de la infección por VIH/Sida como una verdadera cuestión de Estado, y por tanto, firma de un Pacto de Estado contra el VIH/Sida que comprometa a todos los agentes sociales e institucionales implicados, que garantice una respuesta integral a la infección y el acceso universal a servicios y programas de prevención, tratamiento, atención y apoyo, con especial atención a los colectivos sociales más vulnerables.",504,-1,-1,consideración infección vihsido verdadero cuestión firmar pacto vihsido comprometa agente social institucional implicado garantice respuesta integral infección acceso universal servicio programa prevención tratamiento atención apoyo especial atención colectivo social vulnerable
Pero lo cierto es que en variadas instancias de nuestra vida social y ciudadana las amarras se han soltado y los principios morales han quedado a la deriva.,603,-1,0,cierto variado instancia vida social ciudadano amarra soltado principio moral quedado derivo
Políticas sociales que atiendan a la dimensión temporal.,504,-1,-1,política social atender dimensión temporal
con la participación ciudadana,606.1,-1,0,participación ciudadano
"Potenciaremos el Plan Nacional de Demencias,",504,-1,-1,potenciarer plan nacional demencias
"Pla per a combatre l’escletxa digital, especialment a les zones rurals.",504,-1,-1,plar per combatre lescletxa digital especialment zones rurals
"5. Consolidar y fortalecer el sistema de red de cuido dirigido a las personas adultas mayores, a través de diversas modalidades, incluyendo: los centros públicos y municipales, los servicios contratados a organizaciones sociales sin fines de lucro, así como la atención en el domicilio de las personas y la modalidad de hogares comunitarios mediante la asignación de viviendas en comodato.",504,-1,-1,consolidar fortalecer sistema red cuido dirigir persona adulto mayor través diverso modalidad incluir centro público municipal servicio contratado organización social fines lucro así atención domicilio persona modalidad hogar comunitario mediante asignación vivienda comodato
"5.6.1.2 Enfocar el Programa Nacional de Vivienda Asequible a la clase media trabajadora, profesional, familias, jóvenes, que aspiran a una solución de vivienda de calidad a costos sin las distorsiones del mercado.",504,-1,-1,enfocar programa nacional vivienda asequible clase medio trabajadora profesional familia joven aspirar solución viviendo calidad costo distorsión mercado
"La disminución drástica del déficit habitacional, que actualmente afecta, con distintas modalidades, a cerca de un tercio de la población, con un déficit absoluto próximo a un millón de unidades.",504,-1,-1,disminución drástico déficit habitacional actualmente afectar distinto modalidad cerca tercio población déficit absoluto próximo millón unidad
El Congreso y la Corte Suprema de Justicia deberán trabajar por el cambio de otras dos instituciones que sustentan una política de seguridad: las instancias judiciales y el sistema penitenciario.,605.1,-1,0,congreso corte supremo justicia deber trabajar cambio dos institución sustentar político seguridad instancia judicial sistema penitenciario
"•  La  extensión  y  desarrollo  de  la  Cartera  de  Inmuebles  para  Vivienda  del  MVOTMA  (CIVIS),  para  hacer  posible  el  acceso  al  suelo  urbanizado  de  los  sectores  de  menores  recursos.",504,-1,-1,extensión desarrollo cartera inmuebl vivienda mvotma civis hacer posible acceso suelo urbanizado sector menor recurso
Ampliar la investigación en los campos de geriatría y gerontología para prestar servicio adecuado a los ancianos.,504,-1,-1,ampliar investigación campo geriater gerontología prestar servicio adecuado ancianos
"402.Aprobaremos una nueva Ley de Enjuiciamiento Criminal que adecue el procedimiento penal a los principios de agilidad, simplificación y garantía.",605.1,-1,0,aprobarer nuevo ley enjuiciamiento criminal adecuar procedimiento penal principio agilidad simplificación garantir
así como a quienes debilitan la prestación de los servicios de salud de la CCSS u omiten su mejoramiento oportuno y refieren personas usuarias afectadas a consultorios o clínicas privadas con las que tienen vinculación.,504,-1,-1,así debilitar prestación servicio salud ccss u omitir mejoramiento oportuno referir persona usuario afectado consultorio clínico privado vinculación
"Se buscará una mayor efectividad en el intercambio de inteligencia y en la realización de operaciones coordinadas de patrullaje, control, registro e interdicción.",605.1,-1,0,buscar mayor efectividad intercambio inteligencia realización operación coordinado patrullaje control registro interdicción
"Esta modalidad es usada por bandas criminales dedicadas a la extorsión, el tráfico de terrenos o el robo agravado.",605.1,-1,0,modalidad usado banda criminal dedicado extorsión tráfico terreno robo agravado
Garantizaremos los derechos y la protección de la infancia y de la juventud.,504,-1,-1,garantizaremos derecho protección infancia juventud
"La Comision tendría a su cargo el estudio y is investigación sobre los delitos internacionales comprendidos en el articulas 7 del Código Penal, cuando asi se lo encomiende el Plenario Legislativo.",605.1,-1,0,comision cargo estudio is investigación delito internacional comprendido articula código penal asi encomiende plenario legislativo
"con fuerte componente de salud mental,",504,-1,-1,fuerte componente salud mental
"Se deben priorizar estrategias de prevención junto con las de control del delito y represión del delito, en un contexto de máximo respeto por los derechos humanos.",605.1,-1,0,deber priorizar estrategia prevención junto control delito represión delito contexto máximo respeto derechos humanos
"Desde el pun to de vista de Ia salud, Ia atención integral y la seguridad familiar, nos proponemos llevar a Ia practica las siguientes acciones: • 1m pulsar un Programa Nacional de Prevención a traves del Ministerio de Salud, el IAFA y Ia Caja Costarricense de Seguro Social, para prevenir Ia incidencia de discapacidad que se pueden prevenir, tales como los que resultan de las drogas, dellicor y el tabaco.",504,-1,-1,pun to vista ia salud io atención integral seguridad familiar proponer llevar io practicar siguiente acción m pulsar programa nacional prevención traves ministerio salud iafo ia cajo costarricense seguro social prevenir ia incidencia discapacidad poder prevenir tal resultar droga dellicor tabaco
"L’objectiu és trencar la idea que el sensellarisme és una patologia social, quan en realita és un problema d’accés a l’habitatge.",504,-1,-1,lobjectiu és trencar idea sensellarisme és patologia social quan realitar és problema daccés lhabitatge
Estos programas se dirigirán a alumnos de la educación formal pero también se articularán con las políticas sociales.,504,-1,-1,programa dirigir alumno educación formal articular política social
c. Equipos de intervención ante situaciones de crisis graves de convivencia y situaciones de violencia filio parental.,504,-1,-1,c equipo intervención situación crisis grave convivencia situación violencia filio parental
"China, con su alto crecimiento de los últimos 20 años, ha sido el factor que ha explicado 40% del incremento del comercio mundial en ese período.",103.2,-1,0,chino alto crecimiento último año sido factor explicado incremento comercio mundial período
"Reconoceremos y protegeremos el derecho a vivir en una familia, considerando la diversidad existente en nuestra sociedad.",504,-1,-1,reconocerer protegeremos derecho vivir familia considerar diversidad existente sociedad
"Proponemos poder realizar, de forma excepcional,a,l convocatorias MIR especíﬁcas para Canarias ante situación de extrema gravedad.",504,-1,-1,proponer poder realizar forma excepcionalal convocatoria mir especíca canario situación extremo gravedad
"Así mismo, diseñará un programa de seguridad con el fin de permitir el desarrollo de las actividades de las compañías especializadas en la exploración de hidrocarburos.",605.1,-1,0,así mismo diseñar programa seguridad fin permitir desarrollo actividad compañía especializado exploración hidrocarburo
"Para el cumplimiento de este objetivo desarrollaremos las siguientes acciones: Penalizar como delito el porte o tenencia de armas de fuego por parte de quien registre antecedentes penales -proyecto de ley presentado por el diputado Germán Cardoso-(prevista como la Nº 7 entre las ""50 Medidas para Mejorar la Seguridad Pública"").",605.1,-1,0,cumplimiento objetivo desarrollarer siguiente acción penalizar delito porte tenencia armas fuego parte registre antecedente penal proyecto ley presentado diputado germán cardosoprevista n medida mejorar seguridad público
"Se requiere que la administración de la nación indique claramente al ciudadano sobre cuales son sus obligaciones para con el gobierno nacional, su ciudad y asociados.",606.1,-1,0,requerir administración nación indicar claramente ciudadano cual obligación gobierno nacional ciudad asociados
"Actualmente, las nuevas urbanizaciones surgen de la lotización de grandes espacios privados y públicos, sin que medien criterios de planificación para zonas habitacionales, industriales, áreas verdes, equipamiento, etc.; y, por consiguiente, hay escasez de servicios básicos.",504,-1,-1,actualmente nuevo urbanización surgen lotización grande espacio privado público medien criterio planificación zona habitacional industrial área verde equipamiento etc consiguiente escasez servicio básico
"Los socialcristianos buscamos que la atencion que se brinda a las personas, a traves de todas las instituciones que conforman el Sector Salud, sea humanizada.",504,-1,-1,socialcristiano buscar atencion brindar persona trav todo institución conformar sector salud humanizado
En todo caso las bolsas de bienes y productos agropecuarios y agroindustriales deberán contar con organismos independientes para la liquidación y compensación de sus operaciones.,703.1,0,0,caso bolsa bién producto agropecuario agroindustrial deber contar organismo independiente liquidación compensación operación
"tiempo de duración,",201,0,0,tiempo duración
Eliminación de las listas sábana: Debido a la inmediatez y transparencia que otorgará la elección de sólo 5 diputados nacionales y regionales por distrito.,202.1,0,0,eliminación listo sábán debido inmediatez transparencia otorgar elección sólo diputado nacional regional distrito
- Benavente - Zamora - Salamanca - Cáceres - Mérida - Zafra - Sevilla,411,0,1,benavente zamora salamanco cácer mérido zafra sevillo
Implantación de un nuevo procedimiento de rápida ejecución.,303,0,0,implantación nuevo procedimiento rápido ejecución
así como las obligaciones en cuanto a calidad y sus alcances.,303,0,0,así obligación cuanto calidad alcanz
Promover Ia capacitación tecnica en las empresas e impulsar Ia deducción de parte de los costos de esta capacitación del impuesto que percibe el INA sobre las planillas.,411,0,1,promover ia capacitación tecnico empresa impulsar ia deducción parte costo capacitación impuesto percibir ina planilla
Deporte,H,0,0,deporte
"Apertura de las instalaciones escolares, fuera del horario escolar, para que puedan ser mejor rentabilizadas.",502,0,0,aperturar instalación escolar horario escolar poder ser mejor rentabilizada
el foment de l'economia social,403,0,1,foment leconomia social
e. Deporte y recreación,H,0,0,deporte recreación
"7. Consolidar, a través de las reformas normativas necesarias, el derecho los gobiernos locales a dictar moratorias temporales o indefinidas sobre la realización en su territorio de actividades altamente dañinas para el ambiente,",301,0,0,consolidar través reforma normativo necesario derecho gobierno local dictar moratoria temporal indefinido realización territorio actividad altamente dañino ambiente
"El recorrido más largo de las rutas es de 28 a 30 kilómetros y la mayor demanda de pasajeros captada en hora pico es de doce mil (12,000) a trece mil (13,000) pasajeros en la Vía Transístmica.",411,0,1,recorrido largo ruta kilómetro mayor demanda pasajero captado hora pico doce mil trece mil pasajero vía transístmico
"como no Atlántico Sur (Banco de Valdivia,",703,0,0,no atlántico sur banco valdivia
"e impulsar la práctica de pesca y acuacultura con criterio estricto de sustentabilidad ambiental,",703,0,0,impulsar práctico pesca acuaculturo criterio estricto sustentabilidad ambiental
EMPRESAS COOPERATIVAS DE SERVICIO PUBLICO,H,0,0,empresa cooperativo servicio publico
disminución del mal comportamiento y conducta agresiva;,506,0,0,disminución mal comportamiento conducta agresivo
"En el año 2000, producto de la recesión y la inestabilidad económica y social generada por el modelo, el ahorro y el crédito disminuyeron.",415,0,-1,año producto recesión inestabilidad económico social generado modelo ahorro crédito disminuir
"Gestionada por gente joven, para la gente joven.",706,0,0,gestionado gente joven gente joven
Deporte y Desarrollo Local,H,0,0,deporte desarrollo local
"Fomentar el control de enfermedades mediante técnicas biotecnológicas (por ejemplo, mosquito transgénico).",411,0,1,fomentar control enfermedad mediante técnica biotecnológica ejemplo mosquito transgénico
"Para atender de manera particular la cuestión de la vivienda rural, se deben adoptar programas de mejoramiento y construcción que auspicien el uso de materiales de la región, el respeto a la tipología de la vivienda de la zona y la introducción de servicios públicos que sirvan para prevenir enfermedades y eviten el deterioro del medio ambiente.",303,0,0,atender manera particular cuestión vivienda rural deber adoptar programa mejoramiento construcción auspicien uso material región respeto tipología vivienda zona introducción servicio público servir prevenir enfermedad evitar deterioro medio ambiente
"Para ello, emprenderemos una política exterior que promueva la dignidad del pueblo mexicano, que tenga metas claras y propósitos comunes con nuestros aliados estratégicos y se convierta en una verdadera herramienta para detonar el desarrollo de nuestro país.",107,0,0,él emprenderar política exterior promover dignidad pueblo mexicano meta claro propósito común aliado estratégico convertir verdadero herramienta detonar desarrollo país
Redensificación y renovación urbana.,H,0,0,redensificación renovación urbano
propuestas,,0,0,propuesta
"En nuestro país existen enormes posibilidades de ofertas patrimoniales: 91 catedrales y 6.000 elementos de arquitectura defensiva, entre torreones, baluartes y fortalezas de los cuales 2.000, según los especialistas, pueden ser considerados castillos.",502,0,0,país existir enorme posibilidad oferta patrimonial catedral elemento arquitectura defensivo torreón baluart fortaleza cual según especialista poder ser considerar castillo
"En caso de incumplimiento, seremos drásticos en aplicar las penalidades consignadas en la legislación vigente que irá desde una multa severa hasta la caducidad de la concesión.",416.2,0,-1,casar incumplimiento drástico aplicar penalidad consignada legislación vigente ir multa severo caducidad concesión
3.1. PRINCIPIOS QUE DEFINEN LA POLÍTICA POPULAR DE ADMINISTRACIONES PÚBLICAS,,0,0,principio definir política popular administración público
Introducir el reconocimiento de los intereses colectivos y difusos en materia ambiental en la Constitución Política de los Estados Unidos Mexicanos.,204,0,0,introducir reconocimiento interés colectivo difuso materia ambiental constitución político unido mexicano
"El déficit de PETROECUADOR hasta el mes de marzo llega a los 300 millones de dòlares, habiendo invertido apenas en el 2005 el 50% de su presupuesto de inversión.",303,0,0,déficit petroecuador mes marzo llegar millón dlar invertido apenas presupuesto inversión
Promover la inversión privada en proyectos para expansión y conservación de ía red vial por medio del régimen de concesión de obra pública.,401,0,1,promover inversión privado proyecto expansión conservación iar red vial medio régimen concesión obra público
"Entre las oportunidades estratégicas con países selectos se cuentan: profundizar y diversificar la relación con Argentina, Chile y Brasil;",108,0,0,oportunidad estratégico país selecto contar profundizar diversificar relación argentino chile brasil
Programa prevención de la generación y tratamiento de los residuos sólidos urbanos.,501,0,0,programa prevención generación tratamiento residuo sólido urbano
Las más importantes son:,,0,0,importante
y por la importante reducción de la producción petrolera que tuvieron lugar en septiembre.,410,0,1,importante reducción producción petrolera lugar septiembre
"Desde la plataforma de un Mercosur avanzando en una mayor integración en todos los ámbitos, se realizarán las negociaciones en torno al ALCA y el Acuerdo de Libre Comercio con la Unión Europea, conforme a los criterios detallados en la estrategia de política comercial externa.",108,0,0,plataforma mercosur avanzar mayor integración ámbito realizar negociación torno alca acuerdo libre comercio unión europea conforme criterio detallado estrategia político comercial externo
y hasta con manifestaciones corruptas.,000,0,0,manifestación corrupto
"el pensament,",706,0,0,pensament
"Al estudiar y recorrer el país, se hace evidente  que  hay  varios  países distintos dentro de la misma Colombia.",416.2,0,-1,estudiar recorrer país hacer evidente varios país distinto dentro mismo colombia
"Així s’explica que l’AVE arribès a Sevilla quan el sevillá Felipe González era president del govern; a Málaga quan era ministra de Foment la malaguenya Magdalena Álvarez; a Valladolid quan era president el lleonès Josè María Aznar, i a Galícia quan eren ministres de Foment els gallecs Pepe Blanco primer i Ana Pastor desprès.",304,0,0,així sexplico lave arribs sevilla quan sevillá felipe gonzález president govern málaga quan ministra foment malaguenya magdalena álvarez valladolid quan president lleons jos maría aznar i galícia quan erir ministres foment el gallecs pepe blanco primero i án pastor desprs
Pluralismo en los medios de comunicación,H,0,0,pluralismo medio comunicación
"y permitan maximizar, en términos de creación de empleo, los efectos de la estabilidad económica en la zona euro.",408,0,-1,permitir maximizar término creación empleo efecto estabilidad económico zona euro
Se fomentará el cooperativismo para hacer un uso productivo y sostenible de los recursos sobre la base de proyectos en que prime la cooperación,703.1,0,0,fomentar cooperativismo hacer uso productivo sostenible recurso base proyecto prime cooperación
□ Deficiencias administrativas y falta de fondos causados por la desorganización de los ayuntamientos y la centralización administrativa.,301,0,0,deficiencia administrativo faltar fondo causado desorganización ayuntamiento centralización administrativo
"La Administración de la empresa estará a cargo de un Presidente, nombrado por la Junta Directiva.",303,0,0,administración emprés cargo presidente nombrado junta directivo
Idiomas,506,0,0,idioma
"iv) Inversión en infraestructura, principalmente caminera, priorizando la integración del país y los corredores de exportación.",411,0,1,iv inversión infraestructuro principalmente caminero priorizar integración país corredor exportación
"en las últimas tres décadas fuimos capaces de convertirnos en la nación con mayor ingreso per cápita de la región,",410,0,1,último tres década capaz convertirno nación mayor ingreso per cápita región
Para la promoción de la agroindustria y el turismo rural se continuará ofreciendo la línea de crédito de redescuento Finagro para el desarrollo de actividades rurales.,703.1,0,0,promoción agroindustrio turismo rural continuar ofrecer línea crédito redescuento finagrir desarrollo actividad rural
"Un tercer componente es un esquema de ahorro voluntario para los que quisieran mayor pensión, tengan esa visión y la posibilidad de ahorrar más, donde podrían quedar espacio para el funcionamiento de las actuales AFP, bajo una nueva normativa de regulación en que se garantice el principio de voluntariedad y de opciones múltiples, o por administradoras generadas por entidades gremiales o de profesionales.",701,0,0,tercer componente esquema ahorro voluntario querer mayor pensión visión posibilidad ahorrar poder quedar espacio funcionamiento actual afp bajo nuevo normativa regulación garantice principio voluntariedad opción múltiple administradora generado entidad gremial profesional
"Para desarrollar una política social de impacto en la reducción de la pobreza y en la generación de oportunidades, el gasto público será reestructurado con una clara orientación hacia el gasto social, realizando para ello los cambios que permitan hacerlo más eficaz.",503,1,-1,desarrollar política social impacto reducción pobrezo generación oportunidad gasto público reestructurado claro orientación hacia gasto social realizar él cambio permitir hacer él eficaz
"El mercado radial también se caracteriza por una estructura oligopólica, con la presencia de cuatro consorcios que concentran el 70% del mercado.",201.2,1,0,mercado radial caracterizar estructura oligopólico presencia cuatro consorcio concentrar mercado
Proponemos una serie de medidas que vengan a hacer justicia con el colectivo en esta materia tan importante para su Inclusión Social.,503,1,-1,proponer serie medida vengar hacer justicia colectivo materia tanto importante inclusión social
Consideramos que no es suficiente que el Estado genere la infraestructura física y la regulación jurídica indispensable para que todos tengan acceso a los beneficios de un mercado económico competitivo.,503,1,-1,considerar no suficiente genere infraestructura físico regulación jurídico indispensable acceso beneficio mercado económico competitivo
"e implementar las reformas estructurales que propone este programa, permitirán mayores niveles de equidad, de igualdad de oportunidades y derechos para los chilenos y chilenas.",503,1,-1,implementar reforma estructural proponer programa permitir mayor nivel equidad igualdad oportunidad derechos chileno chileno
Se respetará como política de Estado a la justicia ancestral y a las funciones jurisdiccionales de Justicia Indígena.,607.3,1,0,respetar político justicia ancestral función jurisdiccional justicia indígenar
"Desarrollar legalmente la exigencia de cumplimiento de los derechos subjetivos establecidos, pero olvidados en la actual Constitución Española en el marco de un proceso constituyente: derecho al trabajo, a la vivienda, a la salud, a la educación, etc.",201.2,1,0,desarrollar legalmente exigencia cumplimiento derecho subjetivo establecido olvidado actual constitución español marco proceso constituyente derecho trabajo vivienda salud educación etc
Las mujeres son las más afectadas por los programas de ajuste estructural impuestos por el FMI y el BM:,503,1,-1,mujer afectado programa ajuste estructural impuesto fmi bm
"Debemos empezar por superar las discriminaciones, tanto por razón de sexo como de orientación afectivosexual.",503,1,-1,deber empezar superar discriminación razón sexo orientación afectivosexual
"(4) la claridad de competencias y el compromiso que, dentro del proceso de reintegración de adultos y menores, tienen las jurisdicciones locales y regionales, en cabeza de sus autoridades;",201.2,1,0,claridad competencia compromiso dentro proceso reintegración adulto menor jurisdicción local regional cabeza autoridad
"Respetar en la escuela el pluralismo ideológico y la libertad de conciencia de alumnado y profesorado, suprimiendo el adoctrinamiento religioso o la exhibición de símbolos confesionales.",604,1,0,respetar escuela pluralismo ideológico libertad concienciar alumnado profesorado suprimir adoctrinamiento religioso exhibición símbolo confesional
"Participación social y comunitaria: Dada su capital importancia en el mantenimiento de la autonomía y lucha con la soledad, se crearán incentivos tendientes a fortalecer las organizaciones y clubes de adultos mayores.",606.2,1,0,participación social comunitario dado capital importancia mantenimiento autonomío lucho soledad crear incentivo tendient fortalecer organización clubes adulto mayor
"4.3.1. Desarrollar a escala nacional los programas estructurados de tratamiento en los establecimientos penitenciarios, incluyendo el tratamiento de adicciones y la ampliación a toda la población privada de libertad de las actividades laborales y educativas.",503,1,-1,desarrollar escala nacional programa estructurado tratamiento establecimiento penitenciario incluir tratamiento adicción ampliación todo población privado libertad actividad laboral educativo
"Con Empleo en Acción le daremos trabajo a la población más pobre de las zonas urbanas, a través de la financiación de proyectos de infraestructura urbana.",503,1,-1,empleo acción dar trabajo población pobre zona urbano través financiación proyecto infraestructuro urbano
Los salarios cada vez representan una menor proporción de la riqueza que crean los trabajadores (PIB).,503,1,-1,salario cada vez representar menor proporción riqueza crear trabajador pib
y un enfoque de complementación que nos permita tender los puentes necesarios para la construcción de un Chile intercultural.,607.3,1,0,enfoque complementación permitir tender puente necesario construcción chile intercultural
"en el cual, sentaremos las bases para que en 10 años reduzcamos la pobreza hasta la décima parte de la población y eliminar la pobreza extrema.",503,1,-1,sentarer base año reduzcamos pobreza décimo parte población eliminar pobreza extremo
e implementaremos el Protocolo contra el acoso sexual y por razón de sexo.,503,1,-1,implementarer protocolo acoso sexual razón sexo
"Así mismo, se propiciará un modelo de gestión asociativo que permita articular a los actores y autoridades locales y regionales.",607.1,1,0,así mismo propiciar modelo gestión asociativo permitir articular actor autoridad local regional
